source_key,max_value,vUtil
1094352,1006007414.6233915,0.0
1094352,1005973309.0851774,53.13131313131313
1094352,1005939203.5469632,106.26262626262626
1094352,1005905098.0087491,159.39393939393938
1094352,1005870992.4705349,212.5252525252525
1094352,1005836886.9323208,265.65656565656565
1094352,1005802781.3941066,318.78787878787875
1094352,1005768675.8558925,371.9191919191919
1094352,1005734570.3176783,425.050505050505
1094352,1005700464.7794642,478.18181818181813
1094352,1005666359.24125,531.3131313131313
1094352,1005632253.703036,584.4444444444445
1094352,1005598148.1648219,637.5757575757575
1094352,1005564042.6266077,690.7070707070707
1094352,1005529937.0883936,743.8383838383838
1094352,1005495831.5501794,796.9696969696969
1094352,1005461726.0119653,850.10101010101
1094352,1005427620.4737511,903.2323232323232
1094352,1005393514.935537,956.3636363636363
1094352,1005359409.3973228,1009.4949494949494
1094352,1005325303.8591087,1062.6262626262626
1094352,1005291198.3208945,1115.7575757575758
1094352,1005257092.7826804,1168.888888888889
1094352,1005222987.2444663,1222.0202020202019
1094352,1005188881.7062521,1275.151515151515
1094352,1005154776.168038,1328.2828282828282
1094352,1005120670.6298238,1381.4141414141413
1094352,1005086565.0916097,1434.5454545454545
1094352,1005052459.5533955,1487.6767676767677
1094352,1005018354.0151814,1540.8080808080806
1094352,1004984248.4769672,1593.9393939393938
1094352,1004950142.9387531,1647.070707070707
1094352,1004916037.400539,1700.20202020202
1094352,1004881931.8623248,1753.3333333333333
1094352,1004847826.3241107,1806.4646464646464
1094352,1004813720.7858965,1859.5959595959596
1094352,1004779615.2476825,1912.7272727272725
1094352,1004745509.7094682,1965.8585858585857
1094352,1004711404.1712542,2018.9898989898988
1094352,1004677298.63304,2072.121212121212
1094352,1004643193.0948259,2125.252525252525
1094352,1004609087.5566117,2178.3838383838383
1094352,1004574982.0183976,2231.5151515151515
1094352,1004540876.4801835,2284.6464646464647
1094352,1004506770.9419693,2337.777777777778
1094352,1004472665.4037552,2390.9090909090905
1094352,1004438559.865541,2444.0404040404037
1094352,1004404454.3273269,2497.171717171717
1094352,1004370348.7891127,2550.30303030303
1094352,1004336243.2508986,2603.434343434343
1094352,1004302137.7126844,2656.5656565656564
1094352,1004268032.1744703,2709.6969696969695
1094352,1004233926.6362561,2762.8282828282827
1094352,1004199821.098042,2815.959595959596
1094352,1004165715.5598279,2869.090909090909
1094352,1004131610.0216137,2922.222222222222
1094352,1004097504.4833996,2975.3535353535353
1094352,1004063398.9451854,3028.4848484848485
1094352,1004029293.4069713,3081.616161616161
1094352,1003995187.8687571,3134.7474747474744
1094352,1003961082.330543,3187.8787878787875
1094352,1003926976.7923288,3241.0101010101007
1094352,1003892871.2541147,3294.141414141414
1094352,1003858765.7159007,3347.272727272727
1094352,1003824660.1776865,3400.40404040404
1094352,1003790554.6394724,3453.5353535353534
1094352,1003756449.1012582,3506.6666666666665
1094352,1003722343.5630441,3559.7979797979797
1094352,1003688238.0248299,3612.929292929293
1094352,1003654132.4866158,3666.060606060606
1094352,1003620026.9484016,3719.191919191919
1094352,1003585921.4101875,3772.323232323232
1094352,1003551815.8719733,3825.454545454545
1094352,1003517710.3337592,3878.585858585858
1094352,1003483604.7955451,3931.7171717171714
1094352,1003449499.2573309,3984.8484848484845
1094352,1003415393.7191168,4037.9797979797977
1094352,1003381288.1809026,4091.111111111111
1094352,1003347182.6426885,4144.242424242424
1094352,1003313077.1044743,4197.373737373737
1094352,1003278971.5662602,4250.50505050505
1094352,1003244866.028046,4303.636363636363
1094352,1003210760.4898319,4356.767676767677
1094352,1003176654.9516177,4409.898989898989
1094352,1003142549.4134036,4463.030303030303
1094352,1003108443.8751895,4516.161616161616
1094352,1003074338.3369753,4569.292929292929
1094352,1003040232.7987612,4622.424242424242
1094352,1003006127.260547,4675.555555555556
1094352,1002972021.722333,4728.686868686868
1094352,1002937916.1841187,4781.818181818181
1094352,1002903810.6459047,4834.949494949495
1094352,1002869705.1076905,4888.080808080807
1094352,1002835599.5694764,4941.212121212121
1094352,1002801494.0312622,4994.343434343434
1094352,1002767388.4930481,5047.474747474747
1094352,1002733282.954834,5100.60606060606
1094352,1002699177.4166198,5153.737373737374
1094352,1002665071.8784057,5206.868686868686
1094352,1002630966.3401915,5260.0
