source_key,max_value,vUtil
1094352,1002369863.3832356,0.0
1094352,1002335757.8450215,53.13131313131313
1094352,1002301652.3068073,106.26262626262626
1094352,1002267546.7685932,159.39393939393938
1094352,1002233441.230379,212.5252525252525
1094352,1002199335.6921649,265.65656565656565
1094352,1002165230.1539507,318.78787878787875
1094352,1002131124.6157366,371.9191919191919
1094352,1002097019.0775224,425.050505050505
1094352,1002062913.5393083,478.18181818181813
1094352,1002028808.0010941,531.3131313131313
1094352,1001994702.46288,584.4444444444445
1094352,1001960596.9246659,637.5757575757575
1094352,1001926491.3864517,690.7070707070707
1094352,1001892385.8482376,743.8383838383838
1094352,1001858280.3100234,796.9696969696969
1094352,1001824174.7718093,850.10101010101
1094352,1001790069.2335951,903.2323232323232
1094352,1001755963.695381,956.3636363636363
1094352,1001721858.1571668,1009.4949494949494
1094352,1001687752.6189528,1062.6262626262626
1094352,1001653647.0807385,1115.7575757575758
1094352,1001619541.5425245,1168.888888888889
1094352,1001585436.0043104,1222.0202020202019
1094352,1001551330.4660962,1275.151515151515
1094352,1001517224.9278821,1328.2828282828282
1094352,1001483119.3896679,1381.4141414141413
1094352,1001449013.8514538,1434.5454545454545
1094352,1001414908.3132396,1487.6767676767677
1094352,1001380802.7750255,1540.8080808080806
1094352,1001346697.2368113,1593.9393939393938
1094352,1001312591.6985972,1647.070707070707
1094352,1001278486.1603831,1700.20202020202
1094352,1001244380.6221689,1753.3333333333333
1094352,1001210275.0839548,1806.4646464646464
1094352,1001176169.5457406,1859.5959595959596
1094352,1001142064.0075265,1912.7272727272725
1094352,1001107958.4693123,1965.8585858585857
1094352,1001073852.9310982,2018.9898989898988
1094352,1001039747.392884,2072.121212121212
1094352,1001005641.8546699,2125.252525252525
1094352,1000971536.3164557,2178.3838383838383
1094352,1000937430.7782416,2231.5151515151515
1094352,1000903325.2400275,2284.6464646464647
1094352,1000869219.7018133,2337.777777777778
1094352,1000835114.1635993,2390.9090909090905
1094352,1000801008.625385,2444.0404040404037
1094352,1000766903.087171,2497.171717171717
1094352,1000732797.5489568,2550.30303030303
1094352,1000698692.0107427,2603.434343434343
1094352,1000664586.4725285,2656.5656565656564
1094352,1000630480.9343144,2709.6969696969695
1094352,1000596375.3961002,2762.8282828282827
1094352,1000562269.8578861,2815.959595959596
1094352,1000528164.319672,2869.090909090909
1094352,1000494058.7814578,2922.222222222222
1094352,1000459953.2432437,2975.3535353535353
1094352,1000425847.7050295,3028.4848484848485
1094352,1000391742.1668154,3081.616161616161
1094352,1000357636.6286012,3134.7474747474744
1094352,1000323531.0903871,3187.8787878787875
1094352,1000289425.5521729,3241.0101010101007
1094352,1000255320.0139588,3294.141414141414
1094352,1000221214.4757447,3347.272727272727
1094352,1000187108.9375305,3400.40404040404
1094352,1000153003.3993164,3453.5353535353534
1094352,1000118897.8611022,3506.6666666666665
1094352,1000084792.3228881,3559.7979797979797
1094352,1000050686.7846739,3612.929292929293
1094352,1000016581.2464598,3666.060606060606
1094352,999982475.7082456,3719.191919191919
1094352,999948370.1700315,3772.323232323232
1094352,999914264.6318173,3825.454545454545
1094352,999880159.0936033,3878.585858585858
1094352,999846053.5553892,3931.7171717171714
1094352,999811948.017175,3984.8484848484845
1094352,999777842.4789609,4037.9797979797977
1094352,999743736.9407467,4091.111111111111
1094352,999709631.4025326,4144.242424242424
1094352,999675525.8643184,4197.373737373737
1094352,999641420.3261043,4250.50505050505
1094352,999607314.7878901,4303.636363636363
1094352,999573209.249676,4356.767676767677
1094352,999539103.7114618,4409.898989898989
1094352,999504998.1732477,4463.030303030303
1094352,999470892.6350336,4516.161616161616
1094352,999436787.0968194,4569.292929292929
1094352,999402681.5586053,4622.424242424242
1094352,999368576.0203911,4675.555555555556
1094352,999334470.482177,4728.686868686868
1094352,999300364.9439628,4781.818181818181
1094352,999266259.4057487,4834.949494949495
1094352,999232153.8675345,4888.080808080807
1094352,999198048.3293204,4941.212121212121
1094352,999163942.7911062,4994.343434343434
1094352,999129837.2528921,5047.474747474747
1094352,999095731.714678,5100.60606060606
1094352,999061626.1764638,5153.737373737374
1094352,999027520.6382498,5206.868686868686
1094352,998993415.1000355,5260.0
