source_key,max_value,vUtil
1094352,1009644965.8635476,0.0
1094352,1009610860.3253335,53.13131313131313
1094352,1009576754.7871193,106.26262626262626
1094352,1009542649.2489052,159.39393939393938
1094352,1009508543.710691,212.5252525252525
1094352,1009474438.1724769,265.65656565656565
1094352,1009440332.6342627,318.78787878787875
1094352,1009406227.0960486,371.9191919191919
1094352,1009372121.5578344,425.050505050505
1094352,1009338016.0196203,478.18181818181813
1094352,1009303910.4814061,531.3131313131313
1094352,1009269804.943192,584.4444444444445
1094352,1009235699.4049779,637.5757575757575
1094352,1009201593.8667637,690.7070707070707
1094352,1009167488.3285496,743.8383838383838
1094352,1009133382.7903354,796.9696969696969
1094352,1009099277.2521213,850.10101010101
1094352,1009065171.7139071,903.2323232323232
1094352,1009031066.175693,956.3636363636363
1094352,1008996960.6374788,1009.4949494949494
1094352,1008962855.0992647,1062.6262626262626
1094352,1008928749.5610507,1115.7575757575758
1094352,1008894644.0228364,1168.888888888889
1094352,1008860538.4846224,1222.0202020202019
1094352,1008826432.9464082,1275.151515151515
1094352,1008792327.4081941,1328.2828282828282
1094352,1008758221.8699799,1381.4141414141413
1094352,1008724116.3317658,1434.5454545454545
1094352,1008690010.7935516,1487.6767676767677
1094352,1008655905.2553375,1540.8080808080806
1094352,1008621799.7171233,1593.9393939393938
1094352,1008587694.1789092,1647.070707070707
1094352,1008553588.6406951,1700.20202020202
1094352,1008519483.1024809,1753.3333333333333
1094352,1008485377.5642668,1806.4646464646464
1094352,1008451272.0260526,1859.5959595959596
1094352,1008417166.4878385,1912.7272727272725
1094352,1008383060.9496243,1965.8585858585857
1094352,1008348955.4114102,2018.9898989898988
1094352,1008314849.873196,2072.121212121212
1094352,1008280744.3349819,2125.252525252525
1094352,1008246638.7967677,2178.3838383838383
1094352,1008212533.2585536,2231.5151515151515
1094352,1008178427.7203395,2284.6464646464647
1094352,1008144322.1821253,2337.777777777778
1094352,1008110216.6439112,2390.9090909090905
1094352,1008076111.105697,2444.0404040404037
1094352,1008042005.567483,2497.171717171717
1094352,1008007900.0292687,2550.30303030303
1094352,1007973794.4910547,2603.434343434343
1094352,1007939688.9528404,2656.5656565656564
1094352,1007905583.4146264,2709.6969696969695
1094352,1007871477.8764122,2762.8282828282827
1094352,1007837372.3381981,2815.959595959596
1094352,1007803266.799984,2869.090909090909
1094352,1007769161.2617698,2922.222222222222
1094352,1007735055.7235557,2975.3535353535353
1094352,1007700950.1853415,3028.4848484848485
1094352,1007666844.6471274,3081.616161616161
1094352,1007632739.1089132,3134.7474747474744
1094352,1007598633.5706991,3187.8787878787875
1094352,1007564528.0324849,3241.0101010101007
1094352,1007530422.4942708,3294.141414141414
1094352,1007496316.9560567,3347.272727272727
1094352,1007462211.4178425,3400.40404040404
1094352,1007428105.8796284,3453.5353535353534
1094352,1007394000.3414142,3506.6666666666665
1094352,1007359894.8032001,3559.7979797979797
1094352,1007325789.2649859,3612.929292929293
1094352,1007291683.7267718,3666.060606060606
1094352,1007257578.1885576,3719.191919191919
1094352,1007223472.6503435,3772.323232323232
1094352,1007189367.1121293,3825.454545454545
1094352,1007155261.5739152,3878.585858585858
1094352,1007121156.0357012,3931.7171717171714
1094352,1007087050.497487,3984.8484848484845
1094352,1007052944.9592729,4037.9797979797977
1094352,1007018839.4210587,4091.111111111111
1094352,1006984733.8828446,4144.242424242424
1094352,1006950628.3446304,4197.373737373737
1094352,1006916522.8064163,4250.50505050505
1094352,1006882417.2682021,4303.636363636363
1094352,1006848311.729988,4356.767676767677
1094352,1006814206.1917738,4409.898989898989
1094352,1006780100.6535597,4463.030303030303
1094352,1006745995.1153456,4516.161616161616
1094352,1006711889.5771314,4569.292929292929
1094352,1006677784.0389173,4622.424242424242
1094352,1006643678.5007031,4675.555555555556
1094352,1006609572.962489,4728.686868686868
1094352,1006575467.4242748,4781.818181818181
1094352,1006541361.8860607,4834.949494949495
1094352,1006507256.3478465,4888.080808080807
1094352,1006473150.8096324,4941.212121212121
1094352,1006439045.2714182,4994.343434343434
1094352,1006404939.7332041,5047.474747474747
1094352,1006370834.19499,5100.60606060606
1094352,1006336728.6567758,5153.737373737374
1094352,1006302623.1185617,5206.868686868686
1094352,1006268517.5803475,5260.0
