,PERIODO,IREG,UHE,RHS,PIVARM,PIAFL(1),PIAFL(2),PIAFL(3),PIAFL(4),PIAFL(5),PIAFL(6),PIAFL(7),PIAFL(8),PIAFL(9),PIAFL(10),PIAFL(11),PIAFL(12),PIGTAD(P1L1),PIGTAD(P1L2),PIGTAD(P2L1),PIGTAD(P2L2),PIGTAD(P3L1),PIGTAD(P3L2),PIMX_SAR,PIMX_VMN
60,6,1140000,120,0.0,-412.95055,-2100.72704,-1089.33997,-581.8126,-511.14456,-270.86907,-255.14523,-209.26177,-131.45094,-90.04981,-43.98867,-55.62665,-62.54924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,6,1140000,121,0.0,-496.08604,-2280.00436,-1347.34276,-263.34288,-301.92243,-77.53757,-60.57276,-62.8254,-115.08434,-113.34037,-63.05333,-67.96806,-72.12111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,6,1140000,122,0.0,-429.07209,-1088.58323,-1106.1242,-209.9114,-145.77925,-178.00147,-146.55528,-79.09837,-54.27174,-34.92729,-35.40164,-33.9971,2.40765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,6,1140000,94,0.0,-119.03631,-46.69205,-102.07491,39.48162,-254.48428,-9.87361,-20.77714,-12.41129,-8.21082,-10.92983,-5.24788,-5.25729,-0.56863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,6,1140000,95,0.0,-124.5106,-106.18898,-82.72239,25.75661,-145.51574,-27.72366,-27.65345,-22.93923,-20.39769,-20.60151,-13.2781,-13.57301,-5.94655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,6,1140000,101,0.0,-202.29512,-472.32241,-142.41287,-139.82871,-134.33862,-125.11131,-127.11163,-115.37151,-87.03726,-92.24685,-97.9755,-109.22498,-72.38501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,6,1140000,103,0.0,-54.64677,-32.76537,-88.11222,27.90964,-60.75632,-10.57411,-102.70601,-9.17172,-6.24654,-8.77021,-2.10759,-2.91993,-1.5062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,6,1140000,98,0.0,-60.05803,-224.64187,-251.09715,-85.68005,-359.62612,-113.93593,-101.40401,-65.38095,-42.57054,-34.1473,-28.11573,-17.82358,-2.48771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,6,1140000,99,0.0,-26.97308,-194.36309,-213.80903,-213.80903,-185.13758,-176.32508,-195.3853,-124.41616,-98.56159,-68.98423,-42.0488,-53.67531,-41.59187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,6,1140000,111,0.0,-248.44883,-509.96738,-67.41439,-42.24736,-26.95176,-20.14885,-28.05173,-18.34062,-4.34376,-15.38728,-34.08412,-43.52646,-26.64397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,6,1140000,112,0.0,-208.09611,-184.37807,-126.60787,-169.45659,-57.99781,-57.99781,-57.99781,-58.01859,-51.4939,-50.57917,-32.37897,-16.78077,-22.24576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,6,1140000,123,0.0,-384.88966,-1183.19429,-675.28645,-159.42486,-81.29644,-65.6338,-92.88987,-61.1203,-44.22462,-32.76759,-22.105,-29.46133,-8.36149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,6,1140000,124,0.0,-345.5857,-1329.13514,-240.43645,-210.09748,-200.81962,-141.97453,-159.11781,-139.04557,-72.87107,-59.1761,-47.62384,-45.57387,-16.11084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,6,1140000,126,0.0,-18818.73195,-41670.61931,-6353.29759,-396.12333,-341.24275,-314.23413,-285.10269,-244.38621,-225.68985,-209.99399,48.74612,-594.87973,-442.95749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,6,1140000,127,0.0,-18678.89893,-46547.325,4224.2318,-1896.9517,932.7978,-1140.07575,-1115.35921,-1082.49061,-1069.94505,-1071.67422,-786.50225,-1008.73286,-627.73358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,6,1140000,129,0.0,-18592.38453,-25029.06126,-11348.29741,-1213.01864,-1213.01864,-1214.3483,-1204.62898,-1205.87716,-1207.24477,-1192.80054,-1100.69606,-835.92143,-432.99541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,6,1140000,130,0.0,-32.4109,-149.20971,-45.8828,-14.56159,-17.43493,-6.9793,-5.85654,-4.44046,-0.64528,1.15938,1.34466,0.84461,0.86718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,6,1140000,133,0.0,-43.31659,-3.27851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,6,1140000,185,0.0,-25.87787,-258.78195,-15.15512,-12.54346,-8.37273,-4.78117,-3.0298,-0.16207,0.41692,-0.68753,0.44013,-1.46656,-0.82489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,6,1140000,135,0.0,-130.61545,-412.35719,-219.08325,-156.97398,-82.73428,-66.61068,-58.36545,-40.67224,-29.1319,-30.75927,-19.56591,-18.24446,-14.19629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6,1140000,143,0.0,-54.30122,-548.62102,122.26454,-119.64609,17.08645,-19.98464,-27.84178,-5.83776,-0.37398,1.31354,1.68885,3.69113,4.1739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,6,1140000,144,0.0,-23.57865,-139.29185,-15.34963,-40.59298,-8.43027,-6.91518,-5.50839,-2.81844,-0.96312,-2.55027,-3.28534,-2.24097,-1.84925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,6,1140000,193,0.0,-189.53797,-580.36375,-516.96237,-92.20946,-132.0953,-45.70156,-75.17595,-56.19272,-40.44659,-39.27118,-39.13292,-27.92464,-11.37294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,6,1140000,217,0.0,-202.54818,-959.99508,-125.06972,-91.20808,-49.35924,-33.15675,-26.42934,-28.67853,-15.06481,-30.52661,-25.33881,-14.23732,-8.37467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,6,1140000,279,0.0,-33.71208,17.36166,-7.4266,-2.26434,-2.21762,-1.13898,-2.44187,-3.57981,-2.17298,-5.36722,-0.60325,-0.06632,-0.32417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,6,1140000,148,0.0,-256.59555,-1835.71253,10.75015,-200.36794,-161.33671,-119.50355,-123.62201,-58.52238,-48.66845,-40.39629,-21.74055,-20.66686,-9.7812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,6,1140000,7,0.0,-791.85048,-5528.44024,-662.49187,-443.14564,-912.46592,-456.87575,59.88796,-371.99328,-382.76712,-327.36043,-296.05216,-267.71337,-215.46813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,6,1140000,283,0.0,-189.83333,-538.04064,-207.21134,-51.19776,-74.37117,-46.58821,-36.29865,-27.58494,-24.70293,-28.67676,-21.12735,-8.86533,-4.70265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,6,1140000,46,0.0,-259.48825,-725.78083,-327.30076,-337.20852,-201.06452,-186.85747,-158.98603,-114.91559,-107.3224,-86.71734,-66.19461,-29.32581,-4.94939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,6,1140000,33,0.0,-513.91255,-3466.28262,-583.24783,-1355.37684,-403.31839,-164.58083,-511.331,-410.94639,-360.67202,-419.7763,-351.25169,-346.85036,-180.87436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,6,1140000,275,0.0,-72.45922,-172.49856,25.55115,-20.48876,-16.75207,-17.6379,-11.3357,-12.59254,-10.35782,-7.45988,-4.39448,-4.78849,-4.22349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,6,1140000,1,0.0,-994.28167,-7500.94147,-593.01639,-234.7624,-1006.20519,-358.77898,-315.1392,-173.24538,-49.40367,-16.10618,-80.44006,-233.17753,-211.7195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,6,1140000,18,0.0,-492.32857,-1830.88606,-894.3891,-326.38061,-272.5327,-293.3609,-266.75383,-202.56113,-101.94146,-47.98855,-38.00974,-53.27239,-41.70584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,6,1140000,2,0.0,-967.62792,-1.57823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,6,1140000,6,0.0,-893.04874,-8403.85603,-3163.18051,-373.3513,-238.31957,-115.73108,-83.69713,-108.44131,-9.55618,56.0876,34.07307,-39.46041,-17.8606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,6,1140000,17,0.0,-559.4382,-3939.03331,-650.61186,-441.51385,-300.03423,-287.09771,-346.75012,-228.18172,-200.59395,-174.44378,-154.19635,-127.30216,-111.37074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,6,1140000,8,0.0,-748.03738,-2941.95913,-53.25197,-391.51901,-137.35747,-151.42393,-76.52249,10.1082,-10.55298,11.42028,-26.81212,-37.51514,-24.32034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,6,1140000,43,0.0,-448.29674,-2078.06434,-602.32256,-516.25387,-265.26294,-213.48738,-30.08079,-128.55448,-128.55448,-132.41883,-110.98606,-80.43035,-17.96174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,6,1140000,9,0.0,-682.91412,-791.90233,-427.3047,-254.41438,-105.76325,-109.32361,-109.32361,-101.56427,-101.56427,-72.07334,-44.32855,-41.31171,-21.85304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,6,1140000,10,0.0,-631.17053,-755.38527,-318.55706,-259.87843,-138.30075,-149.52755,-79.38674,-79.38674,-72.19965,-54.13438,-11.9438,-16.95243,-10.68792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,6,1140000,12,0.0,-583.69549,-3293.07048,676.5992,-124.00347,-123.05242,-136.66082,-121.82742,-80.95504,-67.18097,3.49562,-20.60966,-37.37395,-25.0562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,6,1140000,37,0.0,-648.28977,-1466.81095,-572.73676,-898.64076,-99.54982,-50.42362,-160.76794,-108.90619,-67.14725,-102.25368,-52.69496,-27.85965,-2.63704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,6,1140000,14,0.0,-794.09323,-4256.42474,-2385.62042,-412.37524,-308.78286,-219.88169,-301.68342,-291.45591,-177.103,-98.52291,34.47775,-41.79207,-37.82224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,6,1140000,15,0.0,-675.68179,-1768.29853,-1770.863,-265.78581,-81.08187,15.74885,-151.66175,-146.13018,-89.53793,-57.75024,0.88572,-31.14205,-4.89876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,6,1140000,16,0.0,-585.8561,-48.19317,-46.76259,-46.76259,-52.33984,-75.7104,-74.51599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,6,1140000,34,0.0,-433.75585,-1389.89452,-1064.20795,-410.07258,-257.66112,-193.72928,-169.28019,-106.542,-40.41265,-47.50776,-43.48721,3.26456,2.94423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,6,1140000,24,0.0,-797.43781,-3304.58994,-1674.46405,-764.43402,-552.09866,-461.98932,-403.7353,-241.96243,-168.75725,-137.24883,-91.5469,-82.09807,-54.58312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,6,1140000,25,0.0,-1193.24204,-6479.68179,-2974.38005,-913.09712,-824.8209,-603.06711,-469.1976,-276.8907,-156.28594,-161.48332,-75.47231,-96.47567,-115.32307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,6,1140000,42,0.0,-484.14875,-192.09609,-690.77034,-661.05882,-31.53656,131.323,-201.55028,-192.29158,-220.69928,-157.79463,-108.76945,-88.34671,-93.02568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,6,1140000,26,0.0,-1070.3834,-12372.64846,-5565.83283,517.37549,-493.32493,-466.95485,-917.21383,-382.58841,-202.34395,-59.99925,-102.16867,-146.02393,-192.69333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,6,1140000,40,0.0,-558.58257,-1945.0502,-1787.68348,-476.02084,-322.43834,-348.07147,-388.96497,-324.90347,-294.32866,-228.07915,-182.04258,-147.41273,-66.97965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,6,1140000,30,0.0,-716.18357,-5290.4394,-1348.599,-504.85874,-464.83375,-400.61924,-256.98031,-79.91892,-44.77538,-95.48325,-144.19264,-137.29753,-89.91554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,6,1140000,31,0.0,-634.04257,-2588.53937,-2579.62463,-520.32138,-309.72668,-572.29752,-453.75454,-219.23006,-111.19139,-97.03774,1.63083,-13.4672,-19.96997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,6,1140000,32,0.0,-546.13458,-1894.6093,-778.18169,149.38104,-220.38229,-327.96238,149.46791,-177.94743,-155.75544,-173.82442,-140.46424,-154.36639,-146.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,6,1140000,38,0.0,-615.42121,-614.67156,-774.38341,-378.80834,-20.71047,-29.9879,-87.22921,-85.81071,-33.68714,-13.92229,-14.16318,-36.5408,-15.42294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,6,1140000,39,0.0,-585.66029,-1393.66522,-41.88506,-320.57941,-600.10462,-221.45254,-240.63053,-196.66584,-102.75947,-72.49721,-41.07236,-63.37814,-22.18545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,6,1140000,45,0.0,-385.61581,-1291.47181,-1264.34059,-535.65791,141.94671,-260.14633,-227.32914,-192.91281,-181.40374,-148.79265,-126.9331,-139.61367,-57.18366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,6,1140000,278,0.0,-62.80643,-436.88724,-48.0292,-14.59565,-7.44488,-13.93993,-9.2203,-2.16623,-1.40602,-2.98807,-3.08426,-3.71428,-4.70711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,6,1140000,48,0.0,-379.8026,-522.13503,-34.02181,-337.88425,-70.32263,-213.82893,-65.427,-58.90675,-53.11533,-48.11446,-32.9793,-29.4589,20.39947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,6,1140000,63,0.0,-146.85875,-213.73131,-63.69371,-62.27285,-57.96043,-57.1133,-60.24006,-58.95889,-39.14299,-27.80775,-23.94414,-16.785,-12.57255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
